"","Position","Age","League_from","League_to","Season","Market_value","Transfer_fee","Price_diff"
"3571","Centre-Forward",25,"Eredivisie","LaLiga","2014",9,8,-1
"3572","Centre-Forward",28,"Serie B","Stars League","2014",8.5,8,-0.5
"3573","Right Winger",26,"Premier Liga","Premier Liga","2014",7,8,1
"3574","Centre-Back",22,"Serie A","LaLiga","2014",7,8,1
"3575","Centre-Forward",20,"Jupiler Pro League","Stars League","2014",5,8,3
"3576","Goalkeeper",32,"LaLiga","Premier League","2014",5,8,3
"3577","Central Midfield",25,"Serie A","Serie A","2014",3,8,5
"3578","Centre-Forward",25,"Serie A","Championship","2014",2,8,6
"3579","Defensive Midfield",19,"Ligue 1","Ligue 1","2014",1.25,8,6.75
"3580","Centre-Back",23,"Jupiler Pro League","Serie A","2014",6.5,7.75,1.25
"3581","Centre-Back",22,"Eredivisie","Liga NOS","2014",6,7.7,1.7
"3582","Central Midfield",22,"Championship","Premier League","2014",3,7.57,4.57
"3583","Defensive Midfield",25,"Premier League","Premier League","2014",11,7.5,-3.5
"3584","Defensive Midfield",24,"Jupiler Pro League","Premier League","2014",7,7.5,0.5
"3585","Attacking Midfield",21,"Torneo Inicial","UAE Gulf League","2014",6,7.5,1.5
"3586","Right Winger",26,"Championship","Premier League","2014",5.5,7.5,2
"3587","Right Winger",19,"Torneo Inicial","LaLiga","2014",5,7.5,2.5
"3588","Centre-Forward",23,"Serie A","Stars League","2014",2,7.5,5.5
"3589","Centre-Back",25,"Premier League","Serie A","2014",6,7.35,1.35
"3590","Left Winger",22,"Jupiler Pro League","Stars League","2014",10,7.3,-2.7
"3591","Left Winger",29,"Ligue 1","Premier Liga","2014",14,7,-7
"3592","Defensive Midfield",25,"LaLiga","Bundesliga","2014",12,7,-5
"3593","Central Midfield",25,"Serie A","Serie A","2014",10,7,-3
"3594","Centre-Back",19,"Serie A","Bundesliga","2014",6.5,7,0.5
"3595","Centre-Back",22,"Eredivisie","Serie A","2014",6,7,1
"3596","Centre-Forward",25,"Bundesliga","2.Bundesliga","2014",2.5,7,4.5
"3597","Defensive Midfield",24,"Premier League","Premier League","2014",2.5,7,4.5
"3598","Left-Back",19,"Eredivisie","Eredivisie","2014",1.5,7,5.5
"3599","Centre-Forward",22,"Premier Liga","Süper Lig","2014",2.5,6.9,4.4
"3600","Centre-Forward",21,"League One","Championship","2014",1,6.9,5.9
"3601","Centre-Forward",21,"2.Bundesliga","Bundesliga","2014",10,6.8,-3.2
"3602","Centre-Back",25,"Liga 1","Premier League","2014",6,6.8,0.8
"3603","Attacking Midfield",18,"League One","Premier League","2014",2,6.63,4.63
"3604","Right-Back",26,"Premier League","Premier League","2014",5,6.6,1.6
"3605","Centre-Forward",24,"Liga MX Clausura","Liga MX Clausura","2014",1.8,6.6,4.8
"3606","Centre-Forward",20,"Serie A","Premier Liga","2014",5,6.5,1.5
"3607","Left Winger",24,"LaLiga","Liga NOS","2014",4,6.5,2.5
"3608","Left-Back",20,"Serie A","Bundesliga","2014",3,6.5,3.5
"3609","Right Winger",23,"Championship","Premier League","2014",3,6.35,3.35
"3610","Central Midfield",23,"Premier League","Premier League","2014",6,6.34,0.34
"3611","Centre-Forward",24,"Ligue 1","Premier League","2014",5,6.32,1.32
"3612","Second Striker",30,"Serie A","UAE Gulf League","2014",9,6.3,-2.7
"3613","Centre-Back",26,"Ligue 1","Championship","2014",5,6.3,1.3
"3614","Right Winger",28,"Championship","Stars League","2014",3,6.3,3.3
"3615","Centre-Forward",18,"Serie A","Serie A","2014",4.5,6.2,1.7
"3616","Centre-Back",27,"Liga NOS","Premier Liga","2014",20,6,-14
"3617","Defensive Midfield",29,"Serie A","Bundesliga","2014",12,6,-6
"3618","Centre-Forward",29,"Premier League","Süper Lig","2014",11,6,-5
"3619","Central Midfield",26,"LaLiga","Serie A","2014",10,6,-4
"3620","Attacking Midfield",24,"Premier Liga","Serie A","2014",8,6,-2
"3621","Centre-Forward",20,"Jupiler Pro League","Ligue 1","2014",8,6,-2
"3622","Centre-Forward",26,"Bundesliga","Bundesliga","2014",7,6,-1
"3623","Goalkeeper",28,"LaLiga","Super League","2014",6,6,0
"3624","Defensive Midfield",25,"Jupiler Pro League","Premier Liga","2014",6,6,0
"3625","Central Midfield",26,"Liga NOS","Jupiler Pro League","2014",6,6,0
"3626","Second Striker",23,"Premier Liga","Bundesliga","2014",5.5,6,0.5
"3627","Left Winger",26,"Premier League","UAE Gulf League","2014",5,6,1
"3628","Second Striker",26,"LaLiga","Liga MX Clausura","2014",5,6,1
"3629","Right-Back",25,"Eredivisie","Premier League","2014",5,6,1
"3630","Defensive Midfield",28,"LaLiga","Premier League","2014",4,6,2
"3631","Left-Back",27,"LaLiga","Premier Liga","2014",3,6,3
"3632","Left Winger",21,"Eredivisie","Bundesliga","2014",2.5,6,3.5
"3633","Attacking Midfield",27,"Premier Liga","Premier Liga","2014",13,5.9,-7.1
"3634","Centre-Back",24,"Ligue 1","Premier League","2014",5,5.9,0.9
"3635","Left Winger",28,"Super League","Stars League","2014",3.5,5.9,2.4
"3636","Second Striker",22,"Serie A","Serie A","2014",7,5.75,-1.25
"3637","Centre-Back",20,"LaLiga","LaLiga","2014",1,5.7,4.7
"3638","Goalkeeper",30,"Premier League","Premier League","2014",7,5.69,-1.31
"3639","Left-Back",27,"Super League","Super League","2014",0.6,5.6,5
"3640","Centre-Forward",20,"Torneo Inicial","LaLiga","2014",8.5,5.5,-3
"3641","Right-Back",22,"Serie A","Serie A","2014",7.5,5.5,-2
"3642","Goalkeeper",24,"Bundesliga","Bundesliga","2014",7,5.5,-1.5
"3643","Centre-Forward",32,"Premier League","Premier League","2014",5,5.5,0.5
"3644","Centre-Forward",32,"Serie A","Super League","2014",5,5.5,0.5
"3645","Centre-Forward",23,"Bundesliga","Eredivisie","2014",5,5.5,0.5
"3646","Defensive Midfield",24,"Ligue 1","LaLiga","2014",5,5.5,0.5
"3647","Centre-Forward",24,"Süper Lig","Premier Liga","2014",4,5.5,1.5
"3648","Left-Back",25,"Premier League","Premier Liga","2014",3.5,5.5,2
"3649","Centre-Forward",29,"Serie A","Super League","2014",3.5,5.5,2
"3650","Centre-Forward",20,"Serie C","Serie A","2014",2.5,5.5,3
"3651","Right Winger",24,"Liga MX Clausura","Liga MX Clausura","2014",2,5.5,3.5
"3652","Left Winger",27,"Super League","Super League","2014",0.5,5.5,5
"3653","Left-Back",24,"Ligue 1","Premier League","2014",3.5,5.33,1.83
"3654","Centre-Back",24,"LaLiga","Serie A","2014",5,5.3,0.3
"3655","Centre-Forward",28,"Serie A","Professional League","2014",2,5.3,3.3
"3656","Central Midfield",19,"Serie A","Liga NOS","2014",3,5.2,2.2
"3657","Centre-Forward",31,"Liga NOS","Süper Lig","2014",9,5,-4
"3658","Attacking Midfield",20,"Jupiler Pro League","2.Bundesliga","2014",8,5,-3
"3659","Centre-Back",19,"Serie A","Ligue 1","2014",8,5,-3
"3660","Right Winger",29,"Premier League","Stars League","2014",8,5,-3
"3661","Second Striker",26,"Premier Liga","Serie A","2014",8,5,-3
"3662","Left Winger",25,"Ligue 1","Ligue 1","2014",7.5,5,-2.5
"3663","Centre-Back",20,"Serie A","Serie A","2014",7.5,5,-2.5
"3664","Centre-Back",27,"Premier League","Stars League","2014",6.5,5,-1.5
"3665","Attacking Midfield",18,"1.HNL","LaLiga2","2014",6.5,5,-1.5
"3666","Central Midfield",25,"Jupiler Pro League","Championship","2014",5,5,0
"3667","Goalkeeper",25,"LaLiga","LaLiga","2014",5,5,0
"3668","Defensive Midfield",24,"Serie A","Serie A","2014",4.5,5,0.5
"3669","Left Winger",28,"Premier Liga","Premier Liga","2014",4,5,1
"3670","Right Winger",28,"Ligue 1","UAE Gulf League","2014",4,5,1
"3671","Centre-Back",24,"Ligue 1","Stars League","2014",4,5,1
"3672","Central Midfield",22,"Championship","Super League","2014",3.5,5,1.5
"3673","Defensive Midfield",20,"Liga NOS","Premier League","2014",3.5,5,1.5
"3674","Left Winger",24,"Liga MX Clausura","Premier League","2014",3.3,5,1.7
"3675","Attacking Midfield",27,"LaLiga","Super League","2014",3,5,2
"3676","Centre-Forward",24,"Bundesliga","Bundesliga","2014",3,5,2
"3677","Centre-Forward",24,"Ligue 1","Premier League","2014",3,5,2
"3678","Goalkeeper",23,"Championship","Premier League","2014",1,5,4
"3679","Centre-Back",20,"Championship","Premier League","2014",0.6,5,4.4
"3680","Left Winger",23,"Serie A Segunda Etapa","Liga MX Clausura","2014",1.5,4.95,3.45
"3681","Attacking Midfield",25,"Serie A","Primera División","2014",2,4.92,2.92
"3682","Central Midfield",19,"Serie A","Serie A","2014",4,4.8,0.8
"3683","Right Winger",20,"Torneo Inicial","LaLiga","2014",3.5,4.8,1.3
"3684","Defensive Midfield",21,"NB I.","Premier League","2014",2.5,4.8,2.3
"3685","Right-Back",23,"Süper Lig","Süper Lig","2014",2.7,4.75,2.05
"3686","Left-Back",24,"Championship","Premier League","2014",1.5,4.75,3.25
"3687","Attacking Midfield",20,"Serie A","Liga NOS","2014",0.4,4.75,4.35
"3688","Right Winger",22,"Premier Liga","Süper Lig","2014",7,4.5,-2.5
"3689","Right Winger",26,"Bundesliga","Bundesliga","2014",7,4.5,-2.5
"3690","Central Midfield",27,"Serie B","Serie A","2014",6,4.5,-1.5
"3691","Central Midfield",29,"Serie A","Serie A","2014",6,4.5,-1.5
"3692","Attacking Midfield",25,"UAE Gulf League","Ligue 1","2014",5.5,4.5,-1
"3693","Left-Back",30,"Serie A","Serie A","2014",3.8,4.5,0.7
"3694","Centre-Forward",26,"Serie A","Championship","2014",3,4.5,1.5
"3695","Centre-Back",22,"Bundesliga","Bundesliga","2014",3,4.5,1.5
"3696","Centre-Forward",17,"Serie A","Serie A","2014",2.5,4.5,2
"3697","Defensive Midfield",23,"Serie A","Serie A","2014",2.5,4.5,2
"3698","Centre-Forward",25,"Liga NOS","Serie A","2014",1.5,4.5,3
"3700","Central Midfield",27,"Premier League","Premier League","2014",7,4.4,-2.6
"3701","Centre-Back",30,"Premier League","Premier League","2014",6.5,4.4,-2.1
"3702","Attacking Midfield",24,"2.Bundesliga","Bundesliga","2014",4.5,4.3,-0.2
"3703","Centre-Back",28,"LaLiga","Serie A","2014",8,4.25,-3.75
"3704","Right Winger",22,"LaLiga","Premier League","2014",6,4.2,-1.8
"3705","Left Winger",22,"Primera División","Serie A","2014",4,4.2,0.2
"3706","Right Winger",26,"League One","Super League","2014",0.5,4.2,3.7
"3707","Goalkeeper",26,"Primera División","Liga MX Clausura","2014",2.5,4.15,1.65
"3708","Left Winger",22,"Liga águila II","Liga MX Clausura","2014",0.9,4.15,3.25
"3709","Centre-Back",29,"Premier League","Superligaen","2014",15,4,-11
"3710","Right Midfield",28,"Süper Lig","Süper Lig","2014",9,4,-5
"3711","Attacking Midfield",25,"Super League","Bundesliga","2014",7,4,-3
"3712","Defensive Midfield",26,"1.Division","Premier Liga","2014",6,4,-2
"3713","Central Midfield",27,"Premier League","LaLiga","2014",5,4,-1
"3714","Attacking Midfield",24,"Bundesliga","Premier League","2015",45,76,31
"3715","Right Winger",20,"Premier League","Premier League","2015",40,63.7,23.7
"3716","Right Winger",27,"Premier League","Ligue 1","2015",50,63,13
"3717","Left Winger",19,"Ligue 1","Premier League","2015",8,60,52
"3718","Attacking Midfield",26,"Premier Liga","Super League","2015",30,50,20
"3719","Centre-Forward",24,"Premier League","Premier League","2015",20,46.5,26.5
"3720","Centre-Back",27,"LaLiga","Premier League","2015",25,44.6,19.6
"3721","Central Midfield",21,"Bundesliga","Bundesliga","2015",22,43,21
"3722","Centre-Forward",29,"LaLiga","Super League","2015",30,42,12
"3723","Second Striker",23,"Bundesliga","Premier League","2015",25,41,16
"3724","Second Striker",21,"Serie A","Serie A","2015",28,40,12
"3725","Central Midfield",28,"Serie A","Bundesliga","2015",42,37.5,-4.5
"3726","Centre-Forward",28,"Liga NOS","LaLiga","2015",35,37.1,2.1
"3727","Central Midfield",22,"Ligue 1","Serie A","2015",16,36,20
"3728","Defensive Midfield",25,"Premier League","Premier League","2015",28,35,7
"3729","Left Winger",28,"LaLiga","LaLiga","2015",35,34,-1
"3730","Left Winger",21,"Eredivisie","Premier League","2015",28,34,6
"3731","Right-Back",23,"Liga NOS","LaLiga","2015",25,31.5,6.5
"3732","Central Midfield",21,"Serie A","LaLiga","2015",22,31,9
"3733","Centre-Forward",28,"LaLiga","Serie A","2015",25,30,5
"3734","Right Winger",24,"Premier Liga","Bundesliga","2015",23,30,7
"3735","Centre-Forward",24,"Liga NOS","LaLiga","2015",18,30,12
"3736","Left Winger",23,"Bundesliga","Premier League","2015",16,30,14
"3737","Central Midfield",28,"Premier League","Super League","2015",25,28,3
"3738","Centre-Forward",29,"Premier League","LaLiga","2015",18,28,10
"3739","Left Winger",28,"LaLiga","Premier League","2015",20,27,7
"3740","Left-Back",24,"Liga NOS","Serie A","2015",20,26,6
"3741","Centre-Back",24,"Serie A","LaLiga","2015",15,25,10
"3742","Left-Back",22,"Ligue 1","Ligue 1","2015",10,25,15
"3743","Centre-Back",20,"Serie A","Serie A","2015",8.5,25,16.5
"3744","Left Winger",21,"Ligue 1","LaLiga","2015",9,24.76,15.76
"3745","Defensive Midfield",23,"Liga NOS","Premier League","2015",16,24.25,8.25
"3746","Centre-Back",26,"Ligue 1","LaLiga","2015",10,22,12
"3747","Centre-Forward",24,"LaLiga","Liga NOS","2015",5,22,17
