"","Name","Position","Age","Team_from","League_from","Team_to","League_to","Season","Market_value","Transfer_fee","Price_diff","League_type_from","League_type_to"
"2181","Kyle Lafferty","Centre-Forward",20,"Burnley","Championship","Rangers","Premiership","2008",1.25,4.5,3.25,"Big5 B","Europe"
"2182","Wellington","Centre-Forward",20,"Internacional","Serie A","TSG Hoffenheim","Bundesliga","2008",0.9,4.5,3.6,"Big5","Big5"
"2183","Tomas Zapotocny","Centre-Back",27,"Udinese Calcio","Serie A","Besiktas","Süper Lig","2008",0.85,4.5,3.65,"Big5","Europe"
"2184","Nicky Shorey","Left-Back",27,"Reading","Championship","Aston Villa","Premier League","2008",6,4.4,-1.6,"Big5 B","Big5"
"2185","Paul Robinson","Goalkeeper",28,"Spurs","Premier League","Blackburn","Premier League","2008",5,4.4,-0.6,"Big5","Big5"
"2186","Andrés D'Alessandro","Attacking Midfield",27,"San Lorenzo","Primera División","Internacional","Serie A","2008",4.5,4.4,-0.0999999999999996,"Americas","Big5"
"2187","Olivier Kapo","Attacking Midfield",27,"Birmingham","Championship","Wigan","Premier League","2008",3.5,4.4,0.9,"Big5 B","Big5"
"2188","Lee Cattermole","Defensive Midfield",20,"Middlesbrough","Premier League","Wigan","Premier League","2008",2,4.4,2.4,"Big5","Big5"
"2189","Diego Cavalieri","Goalkeeper",25,"Palmeiras","Serie A","Liverpool","Premier League","2008",1.2,4.4,3.2,"Big5","Big5"
"2190","Roman Adamov","Centre-Forward",26,"FK Moskau","Russian Premier Liga","Rubin Kazan","Russian Premier Liga","2008",3,4.3,1.3,"Europe","Europe"
"2191","Marco Bernacci","Centre-Forward",24,"RC Cesena","Serie C","Bologna","Serie A","2008",3,4.3,1.3,"Big5 B","Big5"
"2192","Danny Guthrie","Central Midfield",21,"Liverpool","Premier League","Newcastle","Premier League","2008",1.8,4.3,2.5,"Big5","Big5"
"2193","Fernando Tissone","Defensive Midfield",21,"Atalanta","Serie A","Udinese Calcio","Serie A","2008",5.5,4.2,-1.3,"Big5","Big5"
"2194","Bobby Zamora","Centre-Forward",27,"West Ham","Premier League","Fulham","Premier League","2008",3,4.1,1.1,"Big5","Big5"
"2195","Javier Arizmendi","Centre-Forward",24,"Valencia CF","LaLiga","Real Zaragoza","LaLiga2","2008",9,4,-5,"Big5","Big5 B"
"2196","Túlio de Melo","Centre-Forward",23,"US Palermo","Serie A","LOSC Lille","Ligue 1","2008",7,4,-3,"Big5","Big5"
"2197","Zvjezdan Misimovic","Attacking Midfield",26,"1.FC Nuremberg","2.Bundesliga","VfL Wolfsburg","Bundesliga","2008",6.5,4,-2.5,"Big5 B","Big5"
"2198","Scott Carson","Goalkeeper",22,"Liverpool","Premier League","West Brom","Premier League","2008",6,4,-2,"Big5","Big5"
"2199","Alejandro Domínguez","Attacking Midfield",27,"Zenit S-Pb","Russian Premier Liga","Rubin Kazan","Russian Premier Liga","2008",5.6,4,-1.6,"Europe","Europe"
"2200","Javi García","Defensive Midfield",21,"CA Osasuna","LaLiga","Real Madrid","LaLiga","2008",5,4,-1,"Big5","Big5"
"2201","Sylvain Monsoreau","Centre-Back",27,"Monaco","Ligue 1","Saint-étienne","Ligue 1","2008",4,4,0,"Big5","Big5"
"2202","Alanzinho","Attacking Midfield",25,"Stabaek IF","Eliteserien","Trabzonspor","Süper Lig","2008",3.5,4,0.5,"Europe","Europe"
"2203","Róbert Vittek","Centre-Forward",26,"1.FC Nuremberg","2.Bundesliga","LOSC Lille","Ligue 1","2008",3.5,4,0.5,"Big5 B","Big5"
"2204","Javier Balboa","Attacking Midfield",23,"Real Madrid","LaLiga","Benfica","Liga NOS","2008",2.6,4,1.4,"Big5","Europe"
"2205","Vince Grella","Central Midfield",28,"Torino","Serie A","Blackburn","Premier League","2008",2.5,4,1.5,"Big5","Big5"
"2206","Gianni Zuiverloon","Centre-Back",21,"Heerenveen","Eredivisie","West Brom","Premier League","2008",2.5,4,1.5,"Europe","Big5"
"2207","James Beattie","Centre-Forward",30,"Sheffield Utd.","Championship","Stoke City","Premier League","2008",2.25,4,1.75,"Big5 B","Big5"
"2208","Maurice Edu","Defensive Midfield",22,"Toronto FC","MLS","Rangers","Premiership","2008",2,4,2,"Americas","Europe"
"2209","Ismail Aissati","Attacking Midfield",19,"PSV Eindhoven","Eredivisie","AFC Ajax","Eredivisie","2008",2,4,2,"Europe","Europe"
"2210","Simon Kj?r","Centre-Back",19,"FC Midtjylland","Superligaen","US Palermo","Serie A","2008",1.5,4,2.5,"Europe","Big5"
"2211","Stef Nijland","Centre-Forward",19,"FC Groningen","Eredivisie","PSV Eindhoven","Eredivisie","2008",1.25,4,2.75,"Europe","Europe"
"2212","Ola Toivonen","Centre-Forward",22,"Malm? FF","Allsvenskan","PSV Eindhoven","Eredivisie","2008",1.25,4,2.75,"Europe","Europe"
"2213","Marvin Emnes","Centre-Forward",20,"Sparta R.","Eredivisie","Middlesbrough","Premier League","2008",1,4,3,"Europe","Big5"
"2217","Daniele Vantaggiato","Centre-Forward",24,"Rimini","Serie B","Parma","Serie B","2008",1.25,3.93,2.68,"Big5 B","Big5 B"
"2218","Michael Gravgaard","Centre-Back",30,"FC Copenhagen","Superligaen","FC Nantes","Ligue 1","2008",2.75,3.9,1.15,"Europe","Big5"
"2219","Marcelo Mattos","Defensive Midfield",24,"Corinthians","Serie B","Panathinaikos","Greece Super League","2008",5,3.8,-1.2,"Big5 B","Europe"
"2220","Steven Davis","Central Midfield",23,"Fulham","Premier League","Rangers","Premiership","2008",4.5,3.8,-0.7,"Big5","Europe"
"2221","Esteban Solari","Centre-Forward",28,"UNAM Pumas","Liga MX","UD Almería","LaLiga","2008",4,3.8,-0.2,"Americas","Big5"
"2222","Sokratis","Centre-Back",20,"AEK Athens","Greece Super League","Genoa","Serie A","2008",2.7,3.8,1.1,"Europe","Big5"
"2223","Seyi Olofinjana","Central Midfield",28,"Wolves","Championship","Stoke City","Premier League","2008",2.5,3.8,1.3,"Big5 B","Big5"
"2224","Philippe Coutinho","Attacking Midfield",16,"Vasco U17"," Brazil","Inter","Serie A","2008",2.5,3.8,1.3,"Americas","Big5"
"2225","John Paintsil","Right-Back",27,"West Ham","Premier League","Fulham","Premier League","2008",1.5,3.8,2.3,"Big5","Big5"
"2226","Justin Hoyte","Right-Back",23,"Arsenal","Premier League","Middlesbrough","Premier League","2008",1.5,3.8,2.3,"Big5","Big5"
"2227","Cristiano Ronaldo","Centre-Forward",24,"Man Utd","Premier League","Real Madrid","LaLiga","2009",60,94,34,"Big5","Big5"
"2228","Zlatan Ibrahimovic","Centre-Forward",27,"Inter","Serie A","FC Barcelona","LaLiga","2009",45,69.5,24.5,"Big5","Big5"
"2229","Kaká","Attacking Midfield",27,"AC Milan","Serie A","Real Madrid","LaLiga","2009",55,65,10,"Big5","Big5"
"2230","Karim Benzema","Centre-Forward",21,"Olympique Lyon","Ligue 1","Real Madrid","LaLiga","2009",29,35,6,"Big5","Big5"
"2231","Xabi Alonso","Defensive Midfield",27,"Liverpool","Premier League","Real Madrid","LaLiga","2009",27,34.5,7.5,"Big5","Big5"
"2232","Mario Gómez","Centre-Forward",23,"VfB Stuttgart","Bundesliga","Bayern Munich ","Bundesliga","2009",30,30,0,"Big5","Big5"
"2233","Emmanuel Adebayor","Centre-Forward",25,"Arsenal","Premier League","Man City","Premier League","2009",25,29,4,"Big5","Big5"
"2234","Carlos Tévez","Second Striker",25,"West Ham","Premier League","Man City","Premier League","2009",25,29,4,"Big5","Big5"
"2235","Joleon Lescott","Centre-Back",27,"Everton","Premier League","Man City","Premier League","2009",17,27.5,10.5,"Big5","Big5"
"2236","Diego","Attacking Midfield",24,"Werder Bremen","Bundesliga","Juventus","Serie A","2009",29,27,-2,"Big5","Big5"
"2237","Arjen Robben","Right Winger",25,"Real Madrid","LaLiga","Bayern Munich ","Bundesliga","2009",30,25,-5,"Big5","Big5"
"2238","Diego Milito","Centre-Forward",30,"Genoa","Serie A","Inter","Serie A","2009",16,25,9,"Big5","Big5"
"2239","Dmytro Chygrynskiy","Centre-Back",22,"Shakhtar D.","Ukranian Premier Liga","FC Barcelona","LaLiga","2009",13.5,25,11.5,"Europe","Big5"
"2240","Felipe Melo","Defensive Midfield",26,"Fiorentina","Serie A","Juventus","Serie A","2009",9.5,25,15.5,"Big5","Big5"
"2241","Lisandro López","Centre-Forward",26,"FC Porto","Liga NOS","Olympique Lyon","Ligue 1","2009",16.5,24,7.5,"Europe","Big5"
"2242","Roque Santa Cruz","Centre-Forward",27,"Blackburn","Premier League","Man City","Premier League","2009",10,21.2,11.2,"Big5","Big5"
"2243","Yuri Zhirkov","Left Midfield",25,"CSKA Moscow","Russian Premier Liga","Chelsea","Premier League","2009",20,21,1,"Europe","Big5"
"2244","Glen Johnson","Right-Back",24,"Portsmouth","Premier League","Liverpool","Premier League","2009",11,20.5,9.5,"Big5","Big5"
"2245","Mauro Zárate","Second Striker",22,"Al Sadd","Stars League","Lazio","Serie A","2009",9,20.2,11.2,"Asia Africa","Big5"
"2246","Samuel Eto'o","Centre-Forward",28,"FC Barcelona","LaLiga","Inter","Serie A","2009",35,20,-15,"Big5","Big5"
"2247","Alberto Aquilani","Central Midfield",25,"AS Roma","Serie A","Liverpool","Premier League","2009",15,20,5,"Big5","Big5"
"2248","Lucho González","Central Midfield",28,"FC Porto","Liga NOS","Marseille","Ligue 1","2009",20,19,-1,"Europe","Big5"
"2249","Antonio Valencia","Right-Back",23,"Wigan","Premier League","Man Utd","Premier League","2009",11,18.9,7.9,"Big5","Big5"
"2250","Kolo Touré","Centre-Back",28,"Arsenal","Premier League","Man City","Premier League","2009",21,18.7,-2.3,"Big5","Big5"
"2251","Fabio Quagliarella","Centre-Forward",26,"Udinese Calcio","Serie A","SSC Napoli","Serie A","2009",14,18,4,"Big5","Big5"
"2252","Michel Bastos","Left Midfield",25,"LOSC Lille","Ligue 1","Olympique Lyon","Ligue 1","2009",10,18,8,"Big5","Big5"
"2253","Nilmar","Centre-Forward",25,"Internacional","Serie A","Villarreal CF","LaLiga","2009",11,16.5,5.5,"Big5","Big5"
"2254","Aly Cissokho","Left-Back",21,"FC Porto","Liga NOS","Olympique Lyon","Ligue 1","2009",12,16.2,4.2,"Europe","Big5"
"2255","Wesley Sneijder","Attacking Midfield",25,"Real Madrid","LaLiga","Inter","Serie A","2009",25,15,-10,"Big5","Big5"
"2256","Klaas-Jan Huntelaar","Centre-Forward",26,"Real Madrid","LaLiga","AC Milan","Serie A","2009",20,15,-5,"Big5","Big5"
"2257","álvaro Negredo","Centre-Forward",24,"Real Madrid","LaLiga","Sevilla FC","LaLiga","2009",12,15,3,"Big5","Big5"
"2258","Ricardo Oliveira","Centre-Forward",29,"Real Betis","LaLiga2","Al-Jazira","UAE Gulf League","2009",10,15,5,"Big5 B","Asia Africa"
"2259","Raúl Albiol","Centre-Back",23,"Valencia CF","LaLiga","Real Madrid","LaLiga","2009",9,15,6,"Big5","Big5"
"2260","Robert Acquafresca","Centre-Forward",21,"Inter","Serie A","Genoa","Serie A","2009",8,15,7,"Big5","Big5"
"2261","Keirrison","Centre-Forward",20,"Desp. Brasil"," Brazil","FC Barcelona","LaLiga","2009",14,14,0,"Americas","Big5"
"2262","Gareth Barry","Defensive Midfield",28,"Aston Villa","Premier League","Man City","Premier League","2009",18.5,13.9,-4.6,"Big5","Big5"
"2263","Michael Turner","Centre-Back",25,"Hull City","Premier League","Sunderland","Premier League","2009",4,13.6,9.6,"Big5","Big5"
"2264","Yoann Gourcuff","Attacking Midfield",22,"AC Milan","Serie A","G. Bordeaux","Ligue 1","2009",18.5,13.5,-5,"Big5","Big5"
"2265","Stewart Downing","Left Midfield",25,"Middlesbrough","Championship","Aston Villa","Premier League","2009",11,13,2,"Big5 B","Big5"
"2266","Bafétimbi Gomis","Centre-Forward",23,"Saint-étienne","Ligue 1","Olympique Lyon","Ligue 1","2009",8,13,5,"Big5","Big5"
"2267","Stéphane Mbia","Defensive Midfield",23,"Stade Rennais","Ligue 1","Marseille","Ligue 1","2009",9.5,12,2.5,"Big5","Big5"
"2268","Afonso Alves","Centre-Forward",28,"Middlesbrough","Championship","Al Sadd","Stars League","2009",6.8,12,5.2,"Big5 B","Asia Africa"
"2269","Thomas Vermaelen","Centre-Back",23,"AFC Ajax","Eredivisie","Arsenal","Premier League","2009",6,12,6,"Europe","Big5"
"2270","Darren Bent","Centre-Forward",25,"Spurs","Premier League","Sunderland","Premier League","2009",12,11.8,-0.199999999999999,"Big5","Big5"
"2271","Anatoliy Tymoshchuk","Defensive Midfield",30,"Zenit S-Pb","Russian Premier Liga","Bayern Munich ","Bundesliga","2009",20,11,-9,"Europe","Big5"
"2272","Isma?l Bangoura","Centre-Forward",24,"Dynamo Kyiv","Ukranian Premier Liga","Stade Rennais","Ligue 1","2009",9,11,2,"Europe","Big5"
"2273","Luca Cigarini","Defensive Midfield",23,"Atalanta","Serie A","SSC Napoli","Serie A","2009",7,11,4,"Big5","Big5"
"2274","Obafemi Martins","Centre-Forward",24,"Newcastle","Championship","VfL Wolfsburg","Bundesliga","2009",12.5,10.5,-2,"Big5 B","Big5"
"2275","Peter Crouch","Centre-Forward",28,"Portsmouth","Premier League","Spurs","Premier League","2009",10,10.5,0.5,"Big5","Big5"
"2276","Sergio Floccari","Centre-Forward",27,"Atalanta","Serie A","Genoa","Serie A","2009",9,10.5,1.5,"Big5","Big5"
"2277","Leonardo Bonucci","Centre-Back",22,"Genoa","Serie A","Bari","Serie A","2009",0.4,10.5,10.1,"Big5","Big5"
"2278","Thiago Motta","Defensive Midfield",26,"Genoa","Serie A","Inter","Serie A","2009",7,10.2,3.2,"Big5","Big5"
"2279","Lukas Podolski","Centre-Forward",24,"Bayern Munich ","Bundesliga","1. FC K?ln","Bundesliga","2009",12,10,-2,"Big5","Big5"
"2280","Marcus Berg","Centre-Forward",22,"FC Groningen","Eredivisie","Hamburger SV","Bundesliga","2009",8,10,2,"Europe","Big5"
"2281","Diniyar Bilyaletdinov","Attacking Midfield",24,"Loko Moscow","Russian Premier Liga","Everton","Premier League","2009",6.7,10,3.3,"Europe","Big5"
"2282","McDonald Mariga","Defensive Midfield",22,"Parma","Serie A","Inter","Serie A","2009",6,10,4,"Big5","Big5"
"2283","Daniele Galloppa","Central Midfield",24,"Siena","Serie A","Parma","Serie A","2009",4,10,6,"Big5","Big5"
"2284","Fabian Delph","Central Midfield",19,"Leeds","League One","Aston Villa","Premier League","2009",0.1,9.5,9.4,"Big5 B","Big5"
"2285","Sébastien Bassong","Centre-Back",23,"Newcastle","Championship","Spurs","Premier League","2009",5.2,9.3,4.1,"Big5 B","Big5"
"2286","Didier Zokora","Defensive Midfield",28,"Spurs","Premier League","Sevilla FC","LaLiga","2009",8.5,9,0.5,"Big5","Big5"
"2287","Vladimir Bystrov","Right Midfield",25,"Spartak Moscow","Russian Premier Liga","Zenit S-Pb","Russian Premier Liga","2009",6.3,9,2.7,"Europe","Europe"
"2288","Eljero Elia","Left Winger",22,"FC Twente","Eredivisie","Hamburger SV","Bundesliga","2009",6,9,3,"Europe","Big5"
"2289","Mehmet Topuz","Right Midfield",25,"Kayserispor","Süper Lig","Fenerbahce","Süper Lig","2009",5.7,9,3.3,"Europe","Europe"
"2290","Stephen Warnock","Left-Back",27,"Blackburn","Premier League","Aston Villa","Premier League","2009",5.1,9,3.9,"Big5","Big5"
"2291","Mevlüt Erdinc","Centre-Forward",22,"FC Sochaux","Ligue 1","Paris SG","Ligue 1","2009",7.5,8.5,1,"Big5","Big5"
"2292","Camilo Zú?iga","Right-Back",23,"Siena","Serie A","SSC Napoli","Serie A","2009",1.8,8.5,6.7,"Big5","Big5"
"2293","Marko Marin","Left Winger",20,"Bor. M'gladbach","Bundesliga","Werder Bremen","Bundesliga","2009",9,8.2,-0.800000000000001,"Big5","Big5"
"2294","Djibril Cissé","Centre-Forward",27,"Marseille","Ligue 1","Panathinaikos","Greece Super League","2009",10.5,8,-2.5,"Big5","Europe"
"2295","Zdravko Kuzmanovic","Central Midfield",21,"Fiorentina","Serie A","VfB Stuttgart","Bundesliga","2009",8,8,0,"Big5","Big5"
"2296","Oleksandr Aliyev","Attacking Midfield",24,"Dynamo Kyiv","Ukranian Premier Liga","Loko Moscow","Russian Premier Liga","2009",7,8,1,"Europe","Europe"
